tick,router_id,flit_in,flit_out,avg_wait,max_wait,buffer_occ,active_vcs,stalls,credits,crossbar,io_ratio,sw_in_arb,sw_out_arb,empty_vcs,total_wait,min_cred,max_cred,credit_sends
3369500,8,38,0,550.00,6100.00,1,1,20,120,143649,0.0000,2823,2730,59,33000.00,1,4,37
3373500,0,23,0,564.93,5250.00,1,1,14,94,70561,0.0000,1994,1971,47,27116.67,0,4,23
3376500,12,38,0,701.04,7100.00,1,1,20,94,105848,0.0000,2100,2056,47,33650.00,1,4,38
3377500,4,49,0,675.00,7100.00,0,0,21,120,171973,0.0000,2888,2756,60,40500.00,1,4,49
3380500,9,61,0,557.28,5233.33,1,1,23,140,252934,0.0000,3705,3495,71,40123.81,1,4,62
3381500,10,75,0,410.09,4750.00,2,2,15,142,268257,0.0000,3684,3497,70,29526.19,1,4,39
3386500,1,85,0,570.28,5100.00,1,1,14,120,230615,0.0000,2912,2790,59,34216.67,1,4,40
3387500,2,55,0,670.00,6900.00,1,1,21,120,189719,0.0000,2897,2775,59,40200.00,1,4,54
3395500,6,54,0,508.33,5650.00,1,1,26,144,240021,0.0000,3754,3552,71,36600.00,1,4,50
3398500,5,65,0,599.07,5300.00,2,3,17,141,238750,0.0000,3862,3701,70,43133.33,1,4,63
3402500,14,39,0,400.95,4857.14,0,1,24,117,187811,0.0000,3124,3001,60,24057.14,1,4,40
3403000,7,39,0,568.33,7300.00,1,1,22,117,155948,0.0000,2770,2661,59,34100.00,1,4,38
3406500,3,27,0,641.67,6500.00,1,1,16,96,78029,0.0000,1991,1961,47,30800.00,1,4,27
3407500,13,28,0,496.67,6100.00,1,1,15,120,112669,0.0000,3077,2978,59,29800.00,1,4,28
3417500,11,16,0,376.67,6100.00,1,1,13,120,72198,0.0000,2691,2585,59,22600.00,1,4,15
3419500,8,51,0,884.72,6100.00,0,0,18,119,159826,0.0000,2875,2781,60,53083.33,0,4,51
3422500,15,21,0,422.92,5100.00,1,1,17,96,78274,0.0000,2090,2069,47,20300.00,1,4,21
3423500,0,22,0,582.29,8100.00,1,2,12,93,63444,0.0000,2016,1993,47,27950.00,1,4,22
3427500,12,13,0,453.47,5100.00,1,1,11,96,49522,0.0000,2113,2069,47,21766.67,1,4,13
3429500,4,23,0,520.00,6000.00,1,1,16,120,99627,0.0000,2910,2778,59,31200.00,1,4,22
3430500,9,50,0,525.64,5100.00,1,1,22,142,239262,0.0000,3755,3545,71,37846.15,1,4,50
3431500,10,75,0,655.56,4950.00,0,0,18,142,289686,0.0000,3755,3568,72,47200.00,1,4,71
3436500,1,135,0,321.67,3100.00,2,2,0,119,280399,0.0000,2946,2824,58,19300.00,0,4,34
3439500,2,41,0,466.11,6350.00,2,2,19,120,137004,0.0000,2937,2815,58,27966.67,1,4,40
3446500,6,78,0,559.49,4933.33,1,1,22,144,279971,0.0000,3832,3623,71,40283.33,1,4,71
3448500,5,56,0,556.48,4100.00,2,2,20,141,234982,0.0000,3917,3755,70,40066.67,1,4,54
3452500,14,44,0,709.92,7045.45,0,1,19,117,178272,0.0000,3168,3044,60,42595.45,1,4,43
3453000,7,78,0,888.41,8200.00,0,0,20,120,193620,0.0000,2840,2724,60,53304.76,1,4,63
3458500,13,47,0,460.83,4850.00,0,0,19,120,153178,0.0000,3125,3026,60,27650.00,1,4,48
3459500,3,34,0,535.42,6000.00,1,1,17,96,94916,0.0000,2025,1995,47,25700.00,1,4,34
3467500,11,63,0,874.51,6300.00,2,2,19,117,185588,0.0000,2749,2642,58,52470.83,0,4,57
3469500,8,54,0,580.00,5900.00,0,0,25,118,185310,0.0000,2929,2830,60,34800.00,1,4,49
3472500,15,26,0,541.67,5000.00,1,1,13,95,79135,0.0000,2116,2095,47,26000.00,1,4,26
3481000,9,65,0,582.41,4100.00,0,0,24,144,268315,0.0000,3821,3605,72,41933.33,1,4,60
3482500,10,83,0,761.81,5800.00,1,1,20,144,280999,0.0000,3832,3639,71,54850.00,1,4,71
3483500,12,24,0,662.50,5000.00,1,1,12,96,64566,0.0000,2137,2092,47,31800.00,1,4,23
3483500,0,29,0,589.58,6100.00,1,1,20,96,92415,0.0000,2045,2022,47,28300.00,1,4,29
3486500,1,122,0,334.07,5000.00,2,3,0,116,283456,0.0000,2968,2846,58,20044.44,0,4,22
3487500,4,41,0,577.78,4600.00,2,2,21,120,159576,0.0000,2950,2818,58,34666.67,1,4,40
3489500,2,59,0,710.83,4850.00,1,1,18,115,187810,0.0000,2996,2873,59,42650.00,0,4,58
3496500,6,86,0,627.31,5500.00,2,3,22,142,292653,0.0000,3914,3690,70,45166.67,1,4,67
3499500,5,41,0,436.11,4100.00,1,1,22,144,234244,0.0000,3959,3797,71,31400.00,1,4,42
3502500,14,46,0,611.67,7400.00,0,0,16,115,162502,0.0000,3214,3090,60,36700.00,0,4,46
3503000,7,65,0,622.31,5000.00,2,2,16,117,181684,0.0000,2902,2780,58,37338.89,1,4,56
3508500,13,23,0,370.83,4900.00,0,1,9,117,97188,0.0000,3148,3049,60,22250.00,1,4,23
3509500,3,41,0,547.40,5100.00,1,1,21,96,114958,0.0000,2066,2036,47,26275.00,1,4,41
3519500,8,30,0,535.00,6000.00,2,2,18,120,119434,0.0000,2957,2858,58,32100.00,1,4,28
3519500,11,95,0,646.11,6100.00,1,1,17,120,206123,0.0000,2833,2711,59,38766.67,1,4,69
3524500,15,73,0,733.59,9900.00,1,1,14,96,120946,0.0000,2176,2146,47,35212.50,1,4,51
3532500,9,47,0,434.49,3333.33,1,1,17,144,199469,0.0000,3867,3650,71,31283.33,1,4,45
3533500,10,107,0,891.78,7400.00,0,0,15,144,294609,0.0000,3934,3719,72,64208.33,1,4,80
3533500,12,33,0,449.65,5233.33,1,2,14,93,90738,0.0000,2170,2125,47,21583.33,1,4,33
3534000,0,50,0,868.75,6600.00,0,0,21,96,133024,0.0000,2096,2073,48,41700.00,1,4,51
3536500,1,130,0,797.30,5500.00,1,1,8,119,270282,0.0000,3029,2905,59,47837.88,1,4,59
3538500,4,40,0,769.44,6100.00,1,1,15,120,136312,0.0000,2991,2859,59,46166.67,1,4,41
3539500,2,45,0,506.53,6300.00,1,1,20,120,170830,0.0000,3041,2918,59,30391.67,1,4,45
3546500,6,86,0,791.91,6812.50,2,2,19,141,302602,0.0000,4000,3770,70,57017.63,1,4,80
3552500,5,55,0,741.67,5900.00,1,1,22,144,252554,0.0000,4014,3850,71,53400.00,1,4,53
3554500,7,72,0,776.47,6850.00,1,1,21,120,191275,0.0000,2969,2840,59,46588.10,1,4,60
3554500,14,55,0,638.89,6933.33,1,1,28,120,221333,0.0000,3268,3144,59,38333.33,1,4,54
3558500,13,75,0,721.39,5000.00,1,1,16,117,215465,0.0000,3219,3107,59,43283.33,1,4,58
3560500,3,48,0,720.83,5700.00,0,0,21,96,121496,0.0000,2112,2078,48,34600.00,1,4,42
3569500,11,45,0,598.33,6900.00,0,0,23,120,180470,0.0000,2879,2757,60,35900.00,1,4,46
3569500,8,33,0,575.28,5900.00,1,1,15,120,117836,0.0000,2991,2891,59,34516.67,1,4,33
3575500,15,31,0,702.08,5100.00,1,1,16,96,95134,0.0000,2207,2177,47,33700.00,1,4,31
3582500,9,44,0,681.25,6100.00,0,1,15,141,194718,0.0000,3912,3695,72,49050.00,1,4,45
3583500,10,63,0,607.52,4850.00,1,1,23,143,262622,0.0000,3996,3780,71,43741.67,1,4,61
3585500,12,27,0,575.69,4333.33,1,1,20,96,98394,0.0000,2197,2152,47,27633.33,1,4,27
3586500,1,28,0,512.36,7375.00,2,2,17,119,116834,0.0000,3056,2932,58,30741.67,0,4,27
3586500,0,9,0,302.08,4000.00,1,1,8,96,31162,0.0000,2104,2081,47,14500.00,1,4,8
3589500,2,28,0,415.83,4500.00,1,1,19,119,134919,0.0000,3069,2946,59,24950.00,0,4,28
3591500,4,29,0,385.56,6100.00,1,1,17,120,109177,0.0000,3020,2887,59,23133.33,1,4,28
3596500,6,46,0,622.92,6600.00,0,0,20,143,212702,0.0000,4048,3818,72,44850.00,1,4,48
3603500,5,48,0,490.28,5250.00,1,1,21,144,228480,0.0000,4062,3898,71,35300.00,1,4,48
3604500,7,45,0,554.72,5300.00,0,0,17,118,151595,0.0000,3015,2883,60,33283.33,1,4,43
3604500,14,55,0,564.44,5166.67,2,2,19,117,193631,0.0000,3322,3197,58,33866.67,1,4,53
3608500,13,37,0,485.12,5000.00,1,1,21,117,159306,0.0000,3256,3140,59,29107.14,0,4,33
3616500,3,22,0,527.08,6000.00,1,1,11,96,60559,0.0000,2133,2099,47,25300.00,1,4,21
3620500,8,34,0,620.28,5250.00,1,1,20,120,139635,0.0000,3025,2925,59,37216.67,1,4,34
3620500,11,62,0,615.83,6600.00,1,1,21,120,186601,0.0000,2940,2812,59,36950.00,1,4,55
3626500,15,27,0,450.00,6500.00,1,1,16,96,85477,0.0000,2234,2204,47,21600.00,1,4,27
3632500,9,51,0,660.61,5250.00,2,2,19,142,245490,0.0000,3961,3744,70,47563.64,1,4,49
3633500,10,54,0,560.19,4433.33,0,0,19,144,251314,0.0000,4051,3835,72,40333.33,1,4,55
3635500,12,33,0,596.53,6100.00,1,1,19,95,104201,0.0000,2230,2185,47,28633.33,0,4,33
3636500,1,47,0,555.00,6300.00,0,0,19,117,186190,0.0000,3105,2980,60,33300.00,1,4,48
3636500,0,33,0,558.33,7600.00,0,0,17,93,100645,0.0000,2138,2115,48,26800.00,1,4,34
3641500,4,61,0,810.00,6600.00,2,2,25,116,218631,0.0000,3080,2947,58,48600.00,0,4,60
3646500,6,51,0,500.81,4500.00,2,2,23,142,242126,0.0000,4097,3865,70,36058.33,0,4,47
3648500,2,47,0,520.00,5100.00,1,1,29,120,222767,0.0000,3116,2993,59,31200.00,1,4,47
3653500,5,71,0,765.28,5100.00,0,0,18,142,306614,0.0000,4134,3968,72,55100.00,1,4,70
3654500,14,48,0,723.89,5200.00,0,0,23,120,203227,0.0000,3372,3247,60,43433.33,1,4,50
3654500,7,26,0,384.44,6100.00,1,1,15,120,104279,0.0000,3040,2908,59,23066.67,1,4,25
3658500,13,42,0,472.78,4100.00,2,2,23,120,186518,0.0000,3297,3181,58,28366.67,1,4,41
3670500,8,75,0,800.33,6136.36,2,3,26,117,260965,0.0000,3099,2998,58,48019.70,0,4,73
3671500,11,40,0,710.00,6600.00,1,1,16,120,133107,0.0000,2980,2852,59,42600.00,1,4,40
3677500,15,37,0,732.29,7400.00,1,1,20,96,120053,0.0000,2271,2241,47,35150.00,1,4,37
3684500,10,56,0,603.94,4100.00,1,1,22,144,247047,0.0000,4106,3888,71,43483.33,1,4,53
3684500,9,70,0,503.69,4750.00,1,1,28,144,336381,0.0000,4032,3813,71,36265.38,1,4,69
3686500,0,15,0,337.50,5100.00,0,0,11,96,44588,0.0000,2153,2130,48,16200.00,1,4,15
3687500,1,18,0,378.33,4500.00,0,0,11,120,80714,0.0000,3123,2998,60,22700.00,1,4,18
3690500,3,44,0,677.08,6100.00,1,1,28,96,148576,0.0000,2177,2142,47,32500.00,1,4,43
3691500,4,64,0,771.67,7100.00,0,0,23,120,226389,0.0000,3141,3006,60,46300.00,1,4,59
3694500,12,35,0,621.88,6050.00,1,1,18,96,107964,0.0000,2265,2220,47,29850.00,1,4,35
3696500,6,52,0,563.19,4250.00,0,1,22,142,256824,0.0000,4151,3913,72,40550.00,1,4,48
3698500,2,30,0,406.67,4600.00,0,0,20,119,153469,0.0000,3147,3024,60,24400.00,1,4,31
3704500,7,48,0,706.17,6875.00,2,4,15,117,164127,0.0000,3087,2953,58,42370.45,1,4,45
3705500,14,33,0,585.00,7300.00,0,0,16,120,137139,0.0000,3405,3280,60,35100.00,1,4,33
3705500,5,53,0,618.52,4600.00,1,1,26,144,287573,0.0000,4186,4019,71,44533.33,1,4,51
3708500,13,28,0,484.17,6000.00,0,0,14,119,118299,0.0000,3326,3208,60,29050.00,0,4,27
3721500,8,47,0,647.92,6500.00,1,1,19,120,169497,0.0000,3147,3046,59,38875.00,1,4,48
3721500,11,66,0,794.01,6500.00,2,2,19,114,192696,0.0000,3036,2907,58,47640.48,1,4,55
3727500,15,39,0,507.29,5100.00,1,1,12,94,85743,0.0000,2304,2268,47,24350.00,1,4,27
3734500,10,54,0,500.13,5142.86,1,1,21,142,246679,0.0000,4160,3941,71,36009.52,1,4,53
3734500,9,40,0,380.56,4000.00,1,1,22,144,233915,0.0000,4072,3853,71,27400.00,1,4,40
3737500,0,37,0,589.58,5300.00,1,1,19,96,105380,0.0000,2189,2166,47,28300.00,1,4,36
3738500,1,36,0,583.33,5000.00,1,1,17,120,138767,0.0000,3158,3033,59,35000.00,1,4,35
3740500,3,49,0,967.88,7000.00,1,2,17,93,136597,0.0000,2226,2191,47,46458.33,1,4,49
3741500,4,41,0,592.50,5433.33,2,2,22,117,181556,0.0000,3180,3045,58,35550.00,0,4,39
3745000,12,28,0,638.54,7250.00,1,1,19,94,105035,0.0000,2293,2248,47,30650.00,1,4,28
3747000,6,64,0,457.58,5312.50,0,0,19,141,267979,0.0000,4215,3973,72,32945.83,0,4,60
3748500,2,66,0,699.72,6300.00,1,1,18,116,201648,0.0000,3212,3087,59,41983.33,1,4,63
3755500,7,78,0,1077.34,10500.00,0,0,22,120,224060,0.0000,3158,3015,60,64640.48,1,4,62
3756000,14,33,0,428.33,5500.00,0,0,23,120,177977,0.0000,3437,3311,60,25700.00,1,4,31
3756500,5,47,0,558.33,5900.00,1,1,14,144,193861,0.0000,4232,4057,71,40200.00,1,4,38
3758500,13,25,0,271.67,4100.00,1,1,18,120,135273,0.0000,3350,3232,59,16300.00,1,4,24
3771500,11,63,0,848.50,6538.46,1,2,19,117,208757,0.0000,3100,2970,59,50909.89,1,4,63
3771500,8,51,0,746.11,6766.67,1,1,24,119,208989,0.0000,3198,3097,59,44766.67,1,4,51
3784500,10,60,0,644.21,4700.00,1,1,23,142,282176,0.0000,4220,4001,71,46383.33,1,4,60
3784500,9,72,0,592.59,4700.00,1,2,22,141,295740,0.0000,4144,3923,71,42666.67,1,4,70
3787500,15,24,0,503.47,7400.00,1,1,21,96,100333,0.0000,2328,2292,47,24166.67,1,4,24
3788500,0,30,0,501.04,5350.00,0,0,16,96,98235,0.0000,2220,2197,48,24050.00,1,4,31
3789500,1,78,0,681.11,6700.00,1,1,21,119,230068,0.0000,3232,3097,59,40866.67,0,4,64
3790500,3,78,0,1088.19,9300.00,0,0,12,94,128803,0.0000,2290,2245,48,52233.33,1,4,54
3791500,4,39,0,645.00,6350.00,0,0,17,120,153378,0.0000,3221,3086,60,38700.00,1,4,41
3795000,12,33,0,536.22,8038.46,1,1,17,93,106433,0.0000,2326,2281,47,25738.46,1,4,33
3798500,2,50,0,579.44,4100.00,1,1,22,120,192977,0.0000,3262,3135,59,34766.67,1,4,48
3801500,6,75,0,582.41,5100.00,2,2,21,144,280483,0.0000,4288,4037,70,41933.33,1,4,64
3806500,5,73,0,812.50,4800.00,0,0,19,143,311254,0.0000,4306,4129,72,58500.00,0,4,72
3806500,14,31,0,353.33,4100.00,1,1,19,120,156337,0.0000,3467,3341,59,21200.00,1,4,30
3809500,13,57,0,630.00,6250.00,1,1,20,120,211779,0.0000,3406,3285,59,37800.00,1,4,53
3811500,7,87,0,890.28,6600.00,1,1,16,120,201170,0.0000,3228,3073,59,53416.67,1,4,58
3822000,11,24,0,542.24,8625.00,1,1,17,118,122298,0.0000,3124,2994,59,32534.52,1,4,24
3828500,8,23,0,363.33,6100.00,1,1,18,120,124379,0.0000,3221,3120,59,21800.00,1,4,23
3834500,10,59,0,572.74,4100.00,2,2,21,141,281989,0.0000,4278,4058,70,41237.50,1,4,57
3834500,9,65,0,589.80,5416.67,3,3,20,139,276484,0.0000,4207,3981,69,42465.91,0,4,58
3838500,15,31,0,463.54,4950.00,0,0,21,96,117734,0.0000,2360,2323,48,22250.00,1,4,31
3838500,0,16,0,252.08,4600.00,1,1,13,96,59535,0.0000,2235,2212,47,12100.00,1,4,15
3839500,1,27,0,635.00,7000.00,1,1,16,120,124442,0.0000,3259,3124,59,38100.00,1,4,27
3840500,3,14,0,254.17,5100.00,1,1,13,95,58536,0.0000,2303,2258,47,12200.00,1,4,13
3842500,4,26,0,382.50,4750.00,1,1,15,120,117753,0.0000,3246,3111,59,22950.00,1,4,25
3846500,12,26,0,433.33,3400.00,1,1,15,96,89575,0.0000,2352,2307,47,20800.00,1,4,26
3848500,2,30,0,435.83,5250.00,1,1,13,120,113485,0.0000,3292,3164,59,26150.00,1,4,29
3851500,6,53,0,610.65,4766.67,0,0,20,142,248009,0.0000,4343,4091,72,43966.67,1,4,54
3856500,5,51,0,589.58,5550.00,0,0,14,144,224384,0.0000,4357,4178,72,42450.00,1,4,49
3856500,14,47,0,493.33,5100.00,1,2,21,117,215414,0.0000,3514,3388,59,29600.00,1,4,47
3860500,13,48,0,485.00,4500.00,2,2,12,120,152151,0.0000,3451,3323,58,29100.00,1,4,38
3861500,7,40,0,581.67,6300.00,0,0,14,118,157724,0.0000,3269,3112,60,34900.00,0,4,39
3875500,11,54,0,502.22,7833.33,1,1,27,120,232636,0.0000,3178,3048,59,30133.33,1,4,54
3878500,8,55,0,644.17,5850.00,1,1,18,119,182301,0.0000,3275,3166,59,38650.00,1,4,46
3884500,9,67,0,595.78,5166.67,1,1,21,142,276604,0.0000,4274,4042,71,42896.43,1,4,61
3884500,10,78,0,809.26,7200.00,1,1,22,144,323466,0.0000,4357,4135,71,58266.67,1,4,77
3888500,15,17,0,337.50,4000.00,1,1,13,96,65297,0.0000,2376,2339,47,16200.00,1,4,16
3889500,0,36,0,693.75,6300.00,1,1,16,96,104824,0.0000,2271,2248,47,33300.00,1,4,36
3889500,1,58,0,593.89,6150.00,1,1,14,118,163850,0.0000,3316,3177,59,35633.33,0,4,53
3890500,3,31,0,566.67,5400.00,1,1,21,96,118227,0.0000,2334,2289,47,27200.00,1,4,31
3892500,4,47,0,777.50,5600.00,1,1,17,120,169385,0.0000,3293,3158,59,46650.00,1,4,47
3898500,2,54,0,741.94,5100.00,1,1,25,120,229768,0.0000,3346,3218,59,44516.67,1,4,54
3899500,12,29,0,522.22,7266.67,1,1,19,96,109185,0.0000,2381,2336,47,25066.67,1,4,29
3901500,6,96,0,925.00,6200.00,1,1,18,140,326675,0.0000,4433,4168,71,66600.00,0,4,77
3906500,5,77,0,624.19,6200.00,1,1,19,143,341573,0.0000,4433,4252,71,44941.67,0,4,74
3906500,14,40,0,614.44,6650.00,1,1,19,117,173682,0.0000,3554,3427,59,36866.67,1,4,39
3910500,13,58,0,775.00,6200.00,0,0,18,120,184029,0.0000,3506,3370,60,46500.00,1,4,47
3911500,7,53,0,605.83,5250.00,0,0,22,117,200892,0.0000,3321,3163,60,36350.00,0,4,51
3925500,11,22,0,506.67,6300.00,1,1,13,120,104064,0.0000,3200,3070,59,30400.00,1,4,22
3929500,8,42,0,598.89,6300.00,0,0,16,120,165873,0.0000,3318,3209,60,35933.33,1,4,43
3934500,9,45,0,560.30,4950.00,1,2,24,141,264165,0.0000,4319,4085,71,40341.67,1,4,43
3934500,10,40,0,484.95,5750.00,2,2,16,140,207610,0.0000,4396,4174,70,34916.67,1,4,39
3943000,4,48,0,580.56,6100.00,0,0,14,120,152747,0.0000,3342,3205,60,34833.33,1,4,47
3944500,15,20,0,431.25,5500.00,1,1,16,96,84587,0.0000,2396,2359,47,20700.00,1,4,20
3945500,1,30,0,475.56,4500.00,1,1,20,120,156442,0.0000,3346,3207,59,28533.33,1,4,30
3945500,0,17,0,483.33,6100.00,1,1,9,96,56441,0.0000,2288,2265,47,23200.00,1,4,17
3946500,3,36,0,520.14,6500.00,1,1,21,96,113070,0.0000,2370,2323,47,24966.67,1,4,34
3949500,2,51,0,710.00,6100.00,2,2,17,120,191375,0.0000,3396,3267,58,42600.00,1,4,49
3950500,12,42,0,619.44,8100.00,1,1,27,96,158045,0.0000,2423,2378,47,29733.33,1,4,42
3951500,6,79,0,609.57,5714.29,1,1,15,142,256168,0.0000,4506,4231,71,43889.29,1,4,63
3956500,5,64,0,684.72,5100.00,0,0,21,141,282787,0.0000,4498,4316,72,49300.00,1,4,64
3956500,14,32,0,535.83,7250.00,1,1,18,120,158421,0.0000,3586,3458,59,32150.00,1,4,31
3960500,13,58,0,580.83,5450.00,0,1,27,117,251613,0.0000,3564,3428,60,34850.00,1,4,58
3961500,7,40,0,559.44,5300.00,1,1,20,120,184670,0.0000,3360,3202,59,33566.67,1,4,39
3975500,11,47,0,837.22,8000.00,1,1,15,117,166971,0.0000,3247,3115,59,50233.33,0,4,45
3979500,8,47,0,631.39,4750.00,3,4,19,117,184187,0.0000,3362,3253,57,37883.33,0,4,44
3984500,10,56,0,566.38,4000.00,2,2,28,143,306708,0.0000,4452,4228,70,40779.17,0,4,54
3985000,9,83,0,597.92,6000.00,0,0,19,144,271758,0.0000,4401,4147,72,43050.00,1,4,62
3993000,4,37,0,641.94,5500.00,1,1,20,118,174021,0.0000,3378,3241,59,38516.67,1,4,36
3995000,15,49,0,805.21,8100.00,0,0,16,96,111725,0.0000,2438,2391,48,38650.00,1,4,32
3995500,0,45,0,838.43,6400.00,0,1,22,93,144125,0.0000,2334,2310,48,40244.44,1,4,45
3995500,1,58,0,637.96,5250.00,2,2,19,116,204170,0.0000,3403,3264,58,38277.49,1,4,57
3996500,3,32,0,762.50,8300.00,1,1,20,96,114713,0.0000,2402,2355,47,36600.00,1,4,32
3999500,2,48,0,546.11,6100.00,1,1,17,119,197565,0.0000,3445,3314,59,32766.67,1,4,47
4002500,6,24,0,464.81,5666.67,0,0,16,144,165533,0.0000,4531,4256,72,33466.67,1,4,25
4005500,12,31,0,544.79,6000.00,1,1,19,96,110176,0.0000,2454,2409,47,26150.00,1,4,31
4006500,5,34,0,455.56,4600.00,1,1,25,142,233897,0.0000,4531,4348,71,32800.00,0,4,32
4007000,14,39,0,438.06,4400.00,1,1,19,119,184387,0.0000,3625,3497,59,26283.33,1,4,39
4010500,13,33,0,474.17,4500.00,1,1,16,119,158482,0.0000,3596,3459,59,28450.00,0,4,31
4016500,7,57,0,736.25,9300.00,1,1,19,120,203512,0.0000,3409,3250,59,44175.00,1,4,48
4025500,11,33,0,434.44,7100.00,1,1,21,120,159720,0.0000,3280,3148,59,26066.67,1,4,33
4029500,8,58,0,838.75,6500.00,1,1,18,120,200190,0.0000,3422,3302,59,50325.00,1,4,49
4035000,9,42,0,521.53,5100.00,1,1,21,141,241762,0.0000,4442,4188,71,37550.00,1,4,41
4043000,4,32,0,731.94,6500.00,0,0,16,117,156278,0.0000,3411,3273,60,43916.67,1,4,32
4045500,1,31,0,379.76,4269.23,1,1,21,120,160812,0.0000,3435,3296,59,22785.90,1,4,32
4045500,10,81,0,534.72,4950.00,1,1,10,144,301257,0.0000,4490,4266,71,38500.00,1,4,43
4046500,3,33,0,472.92,5000.00,1,1,19,95,123390,0.0000,2435,2388,47,22700.00,0,4,33
4046500,0,19,0,575.69,6300.00,1,1,15,96,74208,0.0000,2352,2328,47,27633.33,1,4,18
4048500,15,25,0,380.90,4850.00,1,1,15,96,79311,0.0000,2462,2415,47,18283.33,1,4,24
4049500,2,48,0,625.83,4250.00,1,1,19,117,206905,0.0000,3493,3359,59,37550.00,1,4,45
4053500,6,45,0,406.25,4100.00,2,2,23,144,235269,0.0000,4574,4298,70,29250.00,1,4,42
4055500,12,37,0,674.31,6666.67,0,0,19,95,128711,0.0000,2492,2446,48,32366.67,1,4,37
4057000,14,37,0,549.86,6250.00,1,1,20,117,189859,0.0000,3662,3534,59,32991.67,1,4,37
4057000,5,51,0,636.81,5600.00,0,0,18,143,249248,0.0000,4583,4399,72,45850.00,0,4,51
4060500,13,47,0,606.11,5100.00,1,1,24,119,229773,0.0000,3643,3502,59,36366.67,1,4,43
4066500,7,46,0,409.44,4366.67,1,1,21,120,209544,0.0000,3455,3296,59,24566.67,1,4,46
4075500,11,45,0,559.17,5750.00,0,1,22,117,199644,0.0000,3326,3192,60,33550.00,1,4,44
4081500,8,44,0,793.33,6750.00,1,1,16,120,166130,0.0000,3465,3341,59,47600.00,1,4,39
4085500,9,43,0,504.07,4642.86,1,1,27,144,277819,0.0000,4485,4231,71,36292.86,1,4,43
4093000,4,58,0,808.75,6000.00,1,1,21,116,234246,0.0000,3468,3328,59,48525.00,0,4,55
4095500,1,31,0,400.28,6100.00,1,1,17,119,149053,0.0000,3466,3327,59,24016.67,1,4,32
4095500,10,93,0,613.19,5100.00,2,2,15,143,386614,0.0000,4542,4317,70,44150.00,0,4,56
4096500,0,25,0,498.26,5000.00,1,1,12,96,77267,0.0000,2377,2353,47,23916.67,1,4,25
4097500,3,43,0,441.67,5100.00,1,1,23,96,144526,0.0000,2478,2431,47,21200.00,1,4,43
4098500,15,41,0,593.40,6433.33,0,0,18,94,131555,0.0000,2504,2456,48,28483.33,0,4,41
4100500,2,81,0,694.44,5750.00,1,1,19,120,247951,0.0000,3574,3434,59,41666.67,1,4,75
4103500,6,74,0,628.88,5000.00,1,2,24,141,360176,0.0000,4649,4373,71,45279.17,1,4,75
4105500,12,26,0,482.75,5000.00,0,1,16,93,103256,0.0000,2518,2472,48,23172.22,1,4,26
4107000,5,65,0,597.57,5000.00,1,1,23,141,336428,0.0000,4647,4459,71,43025.00,1,4,60
4107000,14,41,0,701.39,6000.00,1,1,16,115,170394,0.0000,3701,3571,59,42083.33,1,4,37
4110500,13,34,0,443.89,5000.00,2,2,17,120,154829,0.0000,3676,3535,58,26633.33,1,4,33
4117500,7,61,0,745.83,6000.00,1,1,18,120,226410,0.0000,3516,3355,59,44750.00,1,4,59
4125500,11,45,0,767.22,7500.00,1,1,21,119,186470,0.0000,3370,3236,59,46033.33,0,4,44
4134500,8,37,0,688.61,6100.00,1,1,17,120,157960,0.0000,3502,3378,59,41316.67,1,4,37
4135500,9,39,0,511.11,5400.00,0,0,19,143,229493,0.0000,4525,4271,72,36800.00,0,4,40
4143000,4,53,0,657.08,5400.00,0,0,22,120,204363,0.0000,3518,3371,60,39425.00,1,4,43
4145500,1,125,0,445.00,5000.00,1,1,0,120,333845,0.0000,3491,3352,59,26700.00,1,4,29
4145500,10,63,0,698.58,7500.00,1,1,19,142,252118,0.0000,4605,4370,71,50297.62,1,4,53
4148000,3,28,0,589.58,6500.00,0,0,14,96,102781,0.0000,2507,2460,48,28300.00,1,4,29
4148500,15,34,0,586.11,4833.33,1,2,21,93,128544,0.0000,2537,2489,47,28133.33,1,4,33
4149500,0,28,0,627.08,5100.00,1,1,14,96,85143,0.0000,2405,2375,47,30100.00,1,4,22
4151500,2,28,0,390.00,5000.00,0,0,16,120,148303,0.0000,3603,3463,60,23400.00,1,4,29
4153500,6,43,0,667.01,5500.00,0,0,16,144,219764,0.0000,4693,4417,72,48025.00,1,4,44
4155500,12,35,0,487.36,4666.67,2,2,18,92,116961,0.0000,2551,2505,46,23393.45,1,4,33
4157000,5,42,0,563.99,4750.00,1,1,22,143,255358,0.0000,4689,4500,71,40607.14,1,4,41
4157500,14,41,0,650.83,7750.00,0,0,19,120,201273,0.0000,3743,3613,60,39050.00,1,4,42
4161500,13,34,0,491.67,6100.00,1,1,20,120,170689,0.0000,3711,3570,59,29500.00,1,4,35
4167500,7,50,0,641.67,5100.00,0,0,21,118,223114,0.0000,3567,3406,60,38500.00,1,4,51
4175500,11,47,0,614.17,5100.00,0,0,21,120,198848,0.0000,3418,3284,60,36850.00,1,4,48
4184500,8,37,0,606.67,7100.00,0,0,18,119,180064,0.0000,3540,3416,60,36400.00,0,4,38
4186500,9,55,0,464.35,5700.00,0,0,21,144,279462,0.0000,4580,4325,72,33433.33,1,4,54
4193000,4,35,0,603.23,6100.00,1,2,20,119,176185,0.0000,3552,3405,59,36193.75,1,4,34
